# Stacks v2.0b;  Phylip sequential; October 10, 2018
# Seq Pos	Locus ID	Column	Population
26880	23036	181	lc:R,fl:R,pl:R,
26881	23036	191	lc:S,fl:S,pl:S,
26882	23036	196	lc:R,fl:R,pl:R,
26883	23036	205	lc:M,fl:M,pl:M,
26884	23036	214	lc:C,fl:C,pl:Y,
26885	23036	216	lc:K,fl:K,pl:K,
26886	23039	184	lc:R,fl:N,pl:G,
26887	23040	325	lc:R,fl:N,pl:N,
26888	23044	53	lc:S,fl:C,pl:C,
26889	23044	159	lc:M,fl:C,pl:C,
26890	23047	283	lc:M,fl:N,pl:N,
26891	23050	257	lc:K,fl:N,pl:N,
26892	23056	78	lc:A,fl:N,pl:R,
26893	23058	113	lc:R,fl:N,pl:G,
26894	23061	47	lc:Y,fl:N,pl:T,
26895	23061	119	lc:R,fl:N,pl:G,
26896	23061	250	lc:N,fl:N,pl:R,
26897	23062	32	lc:G,fl:N,pl:K,
26898	23063	53	lc:K,fl:G,pl:G,
26899	23067	22	lc:W,fl:A,pl:W,
26900	23067	135	lc:Y,fl:T,pl:T,
26901	23067	185	lc:G,fl:G,pl:R,
26902	23071	197	lc:A,fl:N,pl:G,
26903	23073	104	lc:C,fl:N,pl:M,
26904	23075	68	lc:M,fl:A,pl:A,
26905	23077	229	lc:W,fl:N,pl:N,
26906	23078	261	lc:Y,fl:N,pl:C,
26907	23080	51	lc:W,fl:N,pl:T,
26908	23082	318	lc:W,fl:N,pl:N,
26909	23082	319	lc:W,fl:N,pl:N,
26910	23084	79	lc:C,fl:M,pl:C,
26911	23084	132	lc:C,fl:M,pl:C,
26912	23084	154	lc:A,fl:W,pl:A,
26913	23086	12	lc:G,fl:K,pl:G,
26914	23086	24	lc:C,fl:M,pl:C,
26915	23086	63	lc:T,fl:W,pl:T,
26916	23085	120	lc:R,fl:N,pl:G,
26917	23086	203	lc:C,fl:N,pl:A,
26918	23086	217	lc:T,fl:N,pl:Y,
26919	23085	321	lc:N,fl:N,pl:Y,
26920	23087	139	lc:K,fl:N,pl:G,
26921	23090	278	lc:M,fl:N,pl:N,
26922	23090	280	lc:M,fl:N,pl:N,
26923	23091	172	lc:R,fl:N,pl:A,
26924	23094	43	lc:R,fl:N,pl:A,
26925	23094	141	lc:Y,fl:N,pl:C,
26926	23096	263	lc:Y,fl:N,pl:N,
26927	23096	343	lc:N,fl:N,pl:R,
26928	23098	53	lc:R,fl:N,pl:R,
26929	23098	141	lc:N,fl:N,pl:R,
26930	23105	145	lc:Y,fl:N,pl:N,
26931	23105	187	lc:R,fl:G,pl:G,
26932	23104	220	lc:S,fl:N,pl:N,
26933	23106	270	lc:M,fl:N,pl:C,
26934	23106	291	lc:C,fl:N,pl:M,
26935	23109	9	lc:K,fl:G,pl:G,
26936	23108	90	lc:R,fl:N,pl:G,
26937	23111	31	lc:N,fl:K,pl:K,
26938	23111	34	lc:N,fl:N,pl:M,
26939	23111	64	lc:Y,fl:N,pl:T,
26940	23111	65	lc:K,fl:N,pl:G,
26941	23111	66	lc:K,fl:N,pl:T,
26942	23111	69	lc:W,fl:N,pl:T,
26943	23111	72	lc:M,fl:N,pl:C,
26944	23111	73	lc:M,fl:N,pl:A,
26945	23111	74	lc:R,fl:N,pl:G,
26946	23111	75	lc:N,fl:N,pl:R,
26947	23111	108	lc:N,fl:N,pl:Y,
26948	23111	118	lc:N,fl:N,pl:Y,
26949	23111	122	lc:N,fl:N,pl:R,
26950	23111	128	lc:T,fl:N,pl:K,
26951	23111	148	lc:N,fl:N,pl:R,
26952	23111	152	lc:N,fl:N,pl:Y,
26953	23122	97	lc:R,fl:N,pl:G,
26954	23121	255	lc:A,fl:N,pl:R,
26955	23126	202	lc:N,fl:N,pl:R,
26956	23126	211	lc:N,fl:N,pl:K,
26957	23131	91	lc:N,fl:N,pl:Y,
26958	23130	93	lc:C,fl:T,pl:Y,
26959	23131	137	lc:N,fl:N,pl:W,
26960	23130	291	lc:T,fl:N,pl:W,
26961	23130	322	lc:N,fl:N,pl:S,
26962	23153	243	lc:Y,fl:T,pl:T,
26963	23153	244	lc:S,fl:G,pl:G,
26964	23154	291	lc:R,fl:N,pl:A,
26965	23158	89	lc:C,fl:C,pl:M,
26966	23158	175	lc:A,fl:N,pl:M,
26967	23169	14	lc:C,fl:Y,pl:C,
26968	23170	67	lc:K,fl:N,pl:K,
26969	23170	102	lc:R,fl:N,pl:R,
26970	23170	104	lc:R,fl:N,pl:R,
26971	23170	121	lc:W,fl:N,pl:W,
26972	23169	136	lc:G,fl:K,pl:G,
26973	23169	189	lc:T,fl:K,pl:T,
26974	23170	204	lc:Y,fl:N,pl:Y,
26975	23169	208	lc:A,fl:R,pl:A,
26976	23170	267	lc:R,fl:N,pl:N,
26977	23170	304	lc:K,fl:N,pl:K,
26978	23170	308	lc:K,fl:N,pl:K,
26979	23173	17	lc:R,fl:R,pl:R,
26980	23173	76	lc:M,fl:M,pl:M,
26981	23173	164	lc:R,fl:N,pl:R,
26982	23178	249	lc:R,fl:N,pl:G,
26983	23180	301	lc:C,fl:N,pl:S,
26984	23182	144	lc:N,fl:N,pl:K,
26985	23181	150	lc:R,fl:N,pl:N,
26986	23182	154	lc:Y,fl:N,pl:Y,
26987	23182	160	lc:K,fl:N,pl:N,
26988	23183	89	lc:C,fl:N,pl:Y,
26989	23184	231	lc:R,fl:N,pl:R,
26990	23191	117	lc:K,fl:G,pl:N,
26991	23193	211	lc:K,fl:N,pl:G,
26992	23193	251	lc:N,fl:N,pl:R,
26993	23196	118	lc:S,fl:N,pl:C,
26994	23195	126	lc:C,fl:N,pl:M,
26995	23207	11	lc:G,fl:N,pl:R,
26996	23206	163	lc:R,fl:N,pl:G,
26997	23206	243	lc:Y,fl:N,pl:T,
26998	23210	160	lc:S,fl:N,pl:S,
26999	23213	8	lc:A,fl:N,pl:M,
27000	23215	19	lc:A,fl:C,pl:C,
27001	23216	19	lc:N,fl:N,pl:R,
27002	23216	20	lc:N,fl:N,pl:S,
27003	23217	47	lc:C,fl:Y,pl:C,
27004	23216	62	lc:N,fl:N,pl:Y,
27005	23216	90	lc:N,fl:N,pl:W,
27006	23217	95	lc:C,fl:M,pl:C,
27007	23216	101	lc:N,fl:N,pl:R,
27008	23217	106	lc:C,fl:M,pl:C,
27009	23216	117	lc:N,fl:N,pl:Y,
27010	23217	125	lc:C,fl:Y,pl:C,
27011	23216	126	lc:N,fl:N,pl:W,
27012	23217	129	lc:C,fl:M,pl:C,
27013	23217	139	lc:A,fl:W,pl:A,
27014	23216	157	lc:N,fl:N,pl:R,
27015	23217	160	lc:A,fl:R,pl:A,
27016	23216	165	lc:N,fl:N,pl:Y,
27017	23217	187	lc:G,fl:R,pl:G,
27018	23217	196	lc:C,fl:Y,pl:C,
27019	23219	106	lc:S,fl:N,pl:C,
27020	23220	239	lc:N,fl:N,pl:R,
27021	23222	29	lc:C,fl:M,pl:C,
27022	23222	66	lc:A,fl:R,pl:A,
27023	23222	69	lc:T,fl:Y,pl:T,
27024	23222	81	lc:C,fl:Y,pl:C,
27025	23222	125	lc:T,fl:K,pl:T,
27026	23225	101	lc:N,fl:N,pl:Y,
27027	23225	113	lc:M,fl:N,pl:N,
27028	23226	68	lc:N,fl:N,pl:K,
27029	23226	112	lc:G,fl:G,pl:R,
27030	23227	301	lc:W,fl:N,pl:T,
27031	23229	239	lc:M,fl:N,pl:A,
27032	23230	180	lc:Y,fl:T,pl:T,
27033	23231	258	lc:K,fl:N,pl:N,
27034	23232	158	lc:G,fl:K,pl:N,
27035	23236	124	lc:Y,fl:N,pl:C,
27036	23238	225	lc:G,fl:N,pl:K,
27037	23237	256	lc:T,fl:N,pl:W,
27038	23241	41	lc:A,fl:N,pl:W,
27039	23245	22	lc:G,fl:A,pl:G,
27040	23245	38	lc:G,fl:C,pl:G,
27041	23244	64	lc:K,fl:N,pl:G,
27042	23247	153	lc:G,fl:A,pl:G,
27043	23246	186	lc:Y,fl:N,pl:N,
27044	23251	53	lc:C,fl:Y,pl:C,
27045	23251	103	lc:G,fl:K,pl:G,
27046	23251	104	lc:T,fl:Y,pl:T,
27047	23251	105	lc:A,fl:W,pl:A,
27048	23255	187	lc:N,fl:N,pl:R,
27049	23258	115	lc:G,fl:N,pl:S,
27050	23261	155	lc:W,fl:N,pl:W,
27051	23263	277	lc:M,fl:N,pl:C,
27052	23264	186	lc:Y,fl:N,pl:Y,
27053	23264	199	lc:R,fl:N,pl:R,
27054	23266	97	lc:T,fl:Y,pl:T,
27055	23266	146	lc:G,fl:R,pl:G,
27056	23266	166	lc:T,fl:Y,pl:T,
27057	23269	47	lc:A,fl:N,pl:M,
27058	23268	48	lc:M,fl:M,pl:A,
27059	23273	43	lc:Y,fl:N,pl:T,
27060	23273	284	lc:C,fl:N,pl:Y,
27061	23277	90	lc:K,fl:N,pl:G,
27062	23277	121	lc:T,fl:N,pl:Y,
27063	23276	177	lc:A,fl:N,pl:W,
27064	23276	236	lc:C,fl:N,pl:M,
27065	23278	26	lc:R,fl:G,pl:G,
27066	23279	178	lc:M,fl:N,pl:N,
27067	23279	181	lc:Y,fl:N,pl:C,
27068	23279	218	lc:M,fl:N,pl:N,
27069	23279	221	lc:Y,fl:N,pl:N,
27070	23279	238	lc:Y,fl:N,pl:T,
27071	23283	161	lc:N,fl:N,pl:R,
27072	23287	332	lc:M,fl:N,pl:C,
27073	23288	37	lc:C,fl:M,pl:C,
27074	23288	113	lc:G,fl:R,pl:G,
27075	23288	188	lc:G,fl:R,pl:G,
27076	23288	227	lc:C,fl:Y,pl:C,
27077	23289	277	lc:W,fl:N,pl:W,
27078	23289	282	lc:Y,fl:N,pl:N,
27079	23292	18	lc:Y,fl:N,pl:Y,
27080	23292	39	lc:Y,fl:N,pl:Y,
27081	23292	45	lc:Y,fl:N,pl:Y,
27082	23292	48	lc:K,fl:N,pl:K,
27083	23292	49	lc:R,fl:N,pl:R,
27084	23292	53	lc:R,fl:N,pl:R,
27085	23292	62	lc:Y,fl:N,pl:Y,
27086	23292	68	lc:R,fl:N,pl:R,
27087	23292	78	lc:W,fl:N,pl:W,
27088	23292	84	lc:C,fl:Y,pl:C,
27089	23292	87	lc:M,fl:N,pl:M,
27090	23292	94	lc:K,fl:N,pl:K,
27091	23292	102	lc:K,fl:N,pl:K,
27092	23292	106	lc:R,fl:N,pl:R,
27093	23292	112	lc:R,fl:N,pl:R,
27094	23292	119	lc:R,fl:N,pl:R,
27095	23292	121	lc:Y,fl:N,pl:Y,
27096	23292	124	lc:C,fl:Y,pl:C,
27097	23292	127	lc:W,fl:N,pl:W,
27098	23292	131	lc:Y,fl:N,pl:Y,
27099	23292	140	lc:Y,fl:N,pl:Y,
27100	23292	155	lc:W,fl:N,pl:W,
27101	23292	157	lc:K,fl:N,pl:K,
27102	23292	162	lc:K,fl:N,pl:N,
27103	23292	165	lc:T,fl:Y,pl:T,
27104	23292	166	lc:W,fl:N,pl:N,
27105	23292	188	lc:R,fl:N,pl:N,
27106	23292	189	lc:M,fl:N,pl:N,
27107	23292	200	lc:R,fl:N,pl:N,
27108	23292	205	lc:M,fl:N,pl:N,
27109	23292	220	lc:M,fl:N,pl:N,
27110	23292	249	lc:R,fl:N,pl:R,
27111	23292	269	lc:R,fl:N,pl:N,
27112	23292	272	lc:S,fl:N,pl:N,
27113	23294	16	lc:R,fl:N,pl:G,
27114	23295	221	lc:A,fl:N,pl:M,
27115	23297	128	lc:A,fl:N,pl:M,
27116	23297	147	lc:G,fl:N,pl:K,
27117	23299	64	lc:A,fl:N,pl:R,
27118	23298	246	lc:M,fl:N,pl:A,
27119	23300	208	lc:T,fl:N,pl:Y,
27120	23303	94	lc:M,fl:A,pl:A,
27121	23303	189	lc:M,fl:N,pl:N,
27122	23304	167	lc:G,fl:N,pl:R,
27123	23306	13	lc:W,fl:W,pl:N,
27124	23306	243	lc:R,fl:G,pl:G,
27125	23308	225	lc:A,fl:N,pl:W,
27126	23308	251	lc:C,fl:Y,pl:Y,
27127	23308	270	lc:K,fl:N,pl:T,
27128	23308	280	lc:S,fl:N,pl:N,
27129	23310	147	lc:R,fl:N,pl:G,
27130	23311	208	lc:K,fl:N,pl:N,
27131	23315	141	lc:G,fl:N,pl:S,
27132	23315	173	lc:C,fl:N,pl:Y,
27133	23315	193	lc:W,fl:N,pl:T,
27134	23315	198	lc:K,fl:N,pl:N,
27135	23315	209	lc:R,fl:N,pl:R,
27136	23317	30	lc:R,fl:N,pl:G,
27137	23317	158	lc:C,fl:N,pl:M,
27138	23324	44	lc:R,fl:R,pl:R,
27139	23324	46	lc:S,fl:S,pl:S,
27140	23324	54	lc:Y,fl:Y,pl:Y,
27141	23324	55	lc:Y,fl:Y,pl:Y,
27142	23324	113	lc:Y,fl:Y,pl:Y,
27143	23324	120	lc:Y,fl:Y,pl:Y,
27144	23324	124	lc:Y,fl:Y,pl:Y,
27145	23324	139	lc:W,fl:W,pl:N,
27146	23324	140	lc:Y,fl:Y,pl:N,
27147	23324	146	lc:Y,fl:Y,pl:N,
27148	23324	154	lc:Y,fl:Y,pl:N,
27149	23324	171	lc:K,fl:K,pl:N,
27150	23324	176	lc:R,fl:N,pl:N,
27151	23324	200	lc:K,fl:N,pl:N,
27152	23324	289	lc:Y,fl:N,pl:N,
27153	23327	163	lc:G,fl:N,pl:R,
27154	23330	41	lc:K,fl:N,pl:K,
27155	23330	45	lc:M,fl:N,pl:M,
27156	23330	52	lc:Y,fl:N,pl:Y,
27157	23330	71	lc:R,fl:N,pl:R,
27158	23330	107	lc:R,fl:N,pl:R,
27159	23330	109	lc:Y,fl:N,pl:Y,
27160	23330	125	lc:Y,fl:N,pl:Y,
27161	23330	149	lc:S,fl:N,pl:N,
27162	23330	162	lc:R,fl:N,pl:R,
27163	23330	232	lc:S,fl:N,pl:N,
27164	23330	233	lc:Y,fl:N,pl:N,
27165	23334	23	lc:M,fl:N,pl:A,
27166	23336	250	lc:W,fl:N,pl:A,
27167	23337	266	lc:G,fl:G,pl:S,
27168	23339	37	lc:M,fl:N,pl:C,
27169	23340	6	lc:R,fl:N,pl:R,
27170	23342	239	lc:A,fl:N,pl:G,
27171	23345	230	lc:Y,fl:N,pl:C,
27172	23349	27	lc:K,fl:N,pl:K,
27173	23349	95	lc:T,fl:N,pl:K,
27174	23351	134	lc:K,fl:G,pl:G,
27175	23357	46	lc:N,fl:A,pl:M,
27176	23359	110	lc:R,fl:N,pl:R,
27177	23359	121	lc:N,fl:N,pl:M,
27178	23359	322	lc:Y,fl:N,pl:N,
27179	23359	347	lc:Y,fl:N,pl:N,
27180	23362	136	lc:G,fl:N,pl:R,
27181	23363	245	lc:R,fl:N,pl:R,
27182	23363	332	lc:W,fl:N,pl:W,
27183	23373	117	lc:G,fl:N,pl:T,
27184	23379	150	lc:K,fl:N,pl:K,
27185	23379	278	lc:M,fl:N,pl:C,
27186	23385	252	lc:G,fl:N,pl:R,
27187	23389	221	lc:Y,fl:N,pl:T,
27188	23388	243	lc:M,fl:N,pl:N,
27189	23390	201	lc:C,fl:Y,pl:C,
27190	23405	182	lc:C,fl:N,pl:M,
27191	23406	157	lc:R,fl:N,pl:A,
27192	23410	57	lc:Y,fl:N,pl:C,
27193	23411	145	lc:M,fl:N,pl:M,
27194	23411	148	lc:R,fl:N,pl:R,
27195	23411	154	lc:N,fl:N,pl:R,
27196	23411	162	lc:S,fl:N,pl:S,
27197	23411	164	lc:S,fl:N,pl:S,
27198	23411	166	lc:K,fl:N,pl:N,
27199	23411	180	lc:M,fl:N,pl:N,
27200	23411	181	lc:R,fl:N,pl:N,
27201	23411	188	lc:R,fl:N,pl:N,
27202	23411	218	lc:K,fl:N,pl:K,
27203	23415	73	lc:M,fl:N,pl:N,
27204	23417	271	lc:R,fl:N,pl:A,
27205	23418	10	lc:Y,fl:Y,pl:Y,
27206	23418	19	lc:W,fl:W,pl:W,
27207	23418	24	lc:M,fl:M,pl:M,
27208	23418	28	lc:M,fl:N,pl:M,
27209	23418	29	lc:T,fl:T,pl:K,
27210	23418	30	lc:K,fl:N,pl:K,
27211	23419	33	lc:N,fl:N,pl:M,
27212	23418	34	lc:R,fl:R,pl:R,
27213	23418	57	lc:R,fl:R,pl:R,
27214	23418	58	lc:R,fl:R,pl:R,
27215	23418	66	lc:Y,fl:Y,pl:Y,
27216	23418	73	lc:M,fl:M,pl:M,
27217	23419	80	lc:R,fl:N,pl:A,
27218	23418	95	lc:R,fl:R,pl:R,
27219	23418	101	lc:Y,fl:Y,pl:Y,
27220	23418	111	lc:R,fl:R,pl:R,
27221	23418	119	lc:R,fl:N,pl:R,
27222	23418	120	lc:Y,fl:N,pl:Y,
27223	23418	124	lc:Y,fl:N,pl:Y,
27224	23418	130	lc:M,fl:N,pl:M,
27225	23418	142	lc:M,fl:N,pl:M,
27226	23418	147	lc:Y,fl:N,pl:Y,
27227	23418	165	lc:K,fl:K,pl:N,
27228	23418	174	lc:Y,fl:Y,pl:N,
27229	23418	194	lc:Y,fl:Y,pl:N,
27230	23418	201	lc:T,fl:T,pl:W,
27231	23423	6	lc:W,fl:N,pl:W,
27232	23423	181	lc:K,fl:N,pl:G,
27233	23428	34	lc:Y,fl:N,pl:Y,
27234	23428	43	lc:Y,fl:Y,pl:Y,
27235	23428	48	lc:M,fl:M,pl:M,
27236	23428	81	lc:M,fl:M,pl:M,
27237	23428	82	lc:Y,fl:Y,pl:Y,
27238	23428	85	lc:S,fl:S,pl:S,
27239	23428	89	lc:R,fl:R,pl:R,
27240	23428	108	lc:R,fl:R,pl:R,
27241	23428	113	lc:R,fl:R,pl:R,
27242	23428	118	lc:Y,fl:Y,pl:Y,
27243	23428	120	lc:R,fl:R,pl:R,
27244	23428	154	lc:W,fl:N,pl:W,
27245	23428	164	lc:R,fl:N,pl:R,
27246	23428	174	lc:Y,fl:N,pl:Y,
27247	23428	177	lc:R,fl:N,pl:R,
27248	23428	190	lc:K,fl:N,pl:N,
27249	23428	192	lc:R,fl:N,pl:N,
27250	23428	197	lc:Y,fl:N,pl:N,
27251	23428	208	lc:S,fl:N,pl:N,
27252	23428	218	lc:R,fl:N,pl:N,
27253	23428	231	lc:S,fl:N,pl:N,
27254	23428	244	lc:W,fl:N,pl:N,
27255	23428	245	lc:R,fl:N,pl:N,
27256	23428	249	lc:M,fl:N,pl:N,
27257	23428	251	lc:Y,fl:N,pl:N,
27258	23428	254	lc:R,fl:N,pl:N,
27259	23428	255	lc:Y,fl:N,pl:N,
27260	23428	276	lc:Y,fl:N,pl:N,
27261	23428	281	lc:K,fl:N,pl:N,
27262	23428	290	lc:R,fl:N,pl:N,
27263	23428	301	lc:W,fl:N,pl:N,
27264	23430	24	lc:G,fl:R,pl:G,
27265	23430	95	lc:A,fl:M,pl:A,
27266	23429	208	lc:N,fl:N,pl:R,
27267	23429	275	lc:M,fl:N,pl:C,
27268	23434	388	lc:M,fl:N,pl:C,
27269	23436	65	lc:Y,fl:Y,pl:Y,
27270	23436	104	lc:R,fl:R,pl:R,
27271	23436	144	lc:W,fl:W,pl:W,
27272	23436	199	lc:R,fl:N,pl:R,
27273	23436	212	lc:K,fl:N,pl:K,
27274	23436	227	lc:W,fl:N,pl:W,
27275	23436	239	lc:R,fl:N,pl:R,
27276	23436	301	lc:M,fl:N,pl:N,
27277	23439	50	lc:K,fl:N,pl:T,
27278	23437	83	lc:Y,fl:N,pl:Y,
27279	23437	136	lc:W,fl:W,pl:W,
27280	23437	156	lc:C,fl:M,pl:C,
27281	23437	158	lc:K,fl:N,pl:K,
27282	23437	201	lc:Y,fl:C,pl:C,
27283	23437	228	lc:Y,fl:N,pl:Y,
27284	23437	261	lc:M,fl:N,pl:M,
27285	23437	266	lc:Y,fl:N,pl:Y,
27286	23437	278	lc:Y,fl:N,pl:Y,
27287	23437	282	lc:N,fl:N,pl:R,
27288	23437	290	lc:N,fl:N,pl:K,
27289	23437	297	lc:N,fl:N,pl:R,
27290	23437	303	lc:N,fl:N,pl:R,
27291	23441	91	lc:R,fl:N,pl:R,
27292	23440	148	lc:R,fl:R,pl:G,
27293	23441	222	lc:Y,fl:N,pl:Y,
27294	23442	75	lc:R,fl:N,pl:G,
27295	23445	61	lc:T,fl:Y,pl:T,
27296	23445	69	lc:A,fl:W,pl:A,
27297	23445	99	lc:A,fl:M,pl:A,
27298	23446	31	lc:K,fl:N,pl:K,
27299	23446	77	lc:M,fl:N,pl:M,
27300	23446	89	lc:K,fl:N,pl:K,
27301	23446	128	lc:M,fl:N,pl:M,
27302	23446	161	lc:M,fl:N,pl:M,
27303	23446	202	lc:Y,fl:N,pl:Y,
27304	23446	216	lc:W,fl:N,pl:W,
27305	23446	242	lc:R,fl:N,pl:R,
27306	23446	262	lc:W,fl:N,pl:N,
27307	23446	286	lc:W,fl:N,pl:N,
27308	23446	291	lc:K,fl:N,pl:N,
27309	23446	298	lc:R,fl:N,pl:N,
27310	23446	336	lc:Y,fl:N,pl:N,
27311	23453	203	lc:K,fl:N,pl:N,
27312	23460	11	lc:Y,fl:N,pl:Y,
27313	23460	49	lc:Y,fl:N,pl:Y,
27314	23460	142	lc:R,fl:N,pl:N,
27315	23460	149	lc:M,fl:N,pl:M,
27316	23460	157	lc:R,fl:N,pl:N,
27317	23460	187	lc:S,fl:N,pl:S,
27318	23460	222	lc:Y,fl:N,pl:Y,
27319	23463	180	lc:K,fl:N,pl:G,
27320	23463	228	lc:T,fl:N,pl:W,
27321	23465	27	lc:A,fl:N,pl:W,
27322	23465	28	lc:R,fl:N,pl:N,
27323	23470	59	lc:G,fl:K,pl:G,
27324	23471	259	lc:Y,fl:C,pl:C,
27325	23471	309	lc:Y,fl:N,pl:C,
27326	23472	232	lc:A,fl:N,pl:R,
27327	23473	312	lc:M,fl:N,pl:C,
27328	23478	117	lc:R,fl:N,pl:R,
27329	23478	166	lc:T,fl:N,pl:W,
27330	23476	200	lc:R,fl:N,pl:N,
27331	23476	215	lc:G,fl:N,pl:S,
27332	23479	142	lc:M,fl:N,pl:C,
27333	23482	13	lc:C,fl:C,pl:S,
27334	23487	313	lc:K,fl:N,pl:G,
27335	23492	131	lc:R,fl:N,pl:N,
27336	23493	165	lc:Y,fl:T,pl:T,
27337	23503	140	lc:M,fl:N,pl:N,
27338	23503	178	lc:S,fl:C,pl:N,
27339	23503	189	lc:W,fl:W,pl:N,
27340	23507	16	lc:N,fl:N,pl:K,
27341	23507	21	lc:N,fl:N,pl:K,
27342	23507	27	lc:N,fl:N,pl:M,
27343	23507	53	lc:N,fl:N,pl:S,
27344	23507	114	lc:N,fl:N,pl:Y,
27345	23509	126	lc:W,fl:N,pl:W,
27346	23509	290	lc:R,fl:N,pl:N,
27347	23509	293	lc:K,fl:N,pl:N,
27348	23509	296	lc:Y,fl:N,pl:N,
27349	23511	44	lc:C,fl:C,pl:M,
27350	23511	168	lc:T,fl:T,pl:K,
27351	23511	176	lc:A,fl:A,pl:W,
27352	23510	223	lc:T,fl:T,pl:K,
27353	23511	228	lc:T,fl:T,pl:K,
27354	23512	58	lc:K,fl:G,pl:K,
27355	23512	107	lc:A,fl:R,pl:R,
27356	23512	117	lc:G,fl:R,pl:R,
27357	23512	148	lc:M,fl:N,pl:M,
27358	23513	176	lc:Y,fl:N,pl:Y,
27359	23512	249	lc:R,fl:A,pl:A,
27360	23519	43	lc:T,fl:Y,pl:T,
27361	23519	117	lc:A,fl:M,pl:A,
27362	23519	130	lc:C,fl:Y,pl:C,
27363	23519	143	lc:M,fl:M,pl:A,
27364	23519	174	lc:Y,fl:C,pl:C,
27365	23521	12	lc:K,fl:K,pl:K,
27366	23521	25	lc:K,fl:N,pl:K,
27367	23521	37	lc:M,fl:N,pl:M,
27368	23521	48	lc:M,fl:N,pl:M,
27369	23521	71	lc:K,fl:N,pl:K,
27370	23521	88	lc:S,fl:N,pl:S,
27371	23521	95	lc:R,fl:N,pl:R,
27372	23521	124	lc:K,fl:N,pl:K,
27373	23521	135	lc:M,fl:N,pl:M,
27374	23521	142	lc:M,fl:N,pl:M,
27375	23521	171	lc:W,fl:N,pl:W,
27376	23521	174	lc:M,fl:N,pl:M,
27377	23521	176	lc:M,fl:N,pl:M,
27378	23521	177	lc:W,fl:N,pl:W,
27379	23521	187	lc:Y,fl:N,pl:Y,
27380	23521	204	lc:Y,fl:N,pl:Y,
27381	23522	66	lc:K,fl:N,pl:K,
27382	23522	85	lc:K,fl:N,pl:K,
27383	23522	186	lc:S,fl:N,pl:N,
27384	23532	13	lc:N,fl:N,pl:Y,
27385	23532	24	lc:N,fl:N,pl:M,
27386	23532	47	lc:N,fl:N,pl:K,
27387	23532	62	lc:N,fl:N,pl:K,
27388	23532	105	lc:N,fl:N,pl:Y,
27389	23532	131	lc:N,fl:N,pl:R,
27390	23532	140	lc:N,fl:N,pl:Y,
27391	23537	9	lc:Y,fl:N,pl:Y,
27392	23537	12	lc:Y,fl:N,pl:Y,
27393	23537	39	lc:Y,fl:N,pl:Y,
27394	23537	41	lc:K,fl:N,pl:K,
27395	23537	49	lc:M,fl:N,pl:M,
27396	23537	51	lc:K,fl:N,pl:K,
27397	23537	71	lc:Y,fl:N,pl:Y,
27398	23537	75	lc:R,fl:N,pl:R,
27399	23537	77	lc:W,fl:N,pl:W,
27400	23537	90	lc:S,fl:N,pl:S,
27401	23537	105	lc:R,fl:N,pl:R,
27402	23537	116	lc:Y,fl:N,pl:Y,
27403	23537	126	lc:K,fl:N,pl:K,
27404	23537	131	lc:R,fl:N,pl:R,
27405	23537	141	lc:Y,fl:N,pl:Y,
27406	23537	142	lc:R,fl:N,pl:R,
27407	23537	144	lc:R,fl:N,pl:R,
27408	23537	156	lc:Y,fl:N,pl:Y,
27409	23537	161	lc:W,fl:N,pl:N,
27410	23537	162	lc:K,fl:N,pl:N,
27411	23537	171	lc:W,fl:N,pl:N,
27412	23537	186	lc:K,fl:N,pl:N,
27413	23537	232	lc:R,fl:N,pl:N,
27414	23545	190	lc:A,fl:N,pl:M,
27415	23550	69	lc:A,fl:W,pl:A,
27416	23550	108	lc:A,fl:M,pl:A,
27417	23550	134	lc:Y,fl:N,pl:N,
27418	23554	171	lc:K,fl:N,pl:N,
27419	23554	193	lc:M,fl:A,pl:A,
27420	23554	196	lc:K,fl:N,pl:K,
27421	23558	28	lc:T,fl:N,pl:W,
27422	23558	30	lc:T,fl:N,pl:Y,
27423	23561	63	lc:Y,fl:C,pl:C,
27424	23561	164	lc:C,fl:C,pl:S,
27425	23559	180	lc:K,fl:T,pl:T,
27426	23562	130	lc:R,fl:G,pl:G,
27427	23562	228	lc:R,fl:N,pl:R,
27428	23563	272	lc:R,fl:N,pl:G,
27429	23565	13	lc:C,fl:Y,pl:C,
27430	23565	26	lc:G,fl:R,pl:G,
27431	23565	27	lc:T,fl:Y,pl:T,
27432	23565	30	lc:G,fl:K,pl:G,
27433	23565	207	lc:T,fl:K,pl:T,
27434	23569	209	lc:W,fl:T,pl:W,
27435	23571	172	lc:S,fl:C,pl:C,
27436	23571	211	lc:R,fl:A,pl:A,
27437	23571	230	lc:M,fl:N,pl:A,
27438	23576	28	lc:C,fl:N,pl:Y,
27439	23578	59	lc:G,fl:G,pl:R,
27440	23579	223	lc:Y,fl:N,pl:Y,
27441	23583	167	lc:R,fl:N,pl:R,
27442	23583	225	lc:C,fl:N,pl:Y,
27443	23584	133	lc:K,fl:N,pl:K,
27444	23584	148	lc:K,fl:N,pl:G,
27445	23584	172	lc:K,fl:N,pl:G,
27446	23588	272	lc:K,fl:N,pl:N,
27447	23589	122	lc:K,fl:N,pl:K,
27448	23592	23	lc:G,fl:K,pl:K,
27449	23592	72	lc:N,fl:M,pl:M,
27450	23592	79	lc:N,fl:W,pl:W,
27451	23592	86	lc:N,fl:M,pl:M,
